기간,HS코드,품목명,수출 중량,수출 금액,수입 중량,수입 금액,무역수지
"2020-07","12","채유(採油)에 적합한 종자와 과실, 각종 종자와 과실, 공업용ㆍ의약용 식물, 짚과 사료용 식물",2650.1,44417,244102.1,126504,-82087
"2020-07","13","락(lac), 검ㆍ수지ㆍ그 밖의 식물성 수액과 추출물(extract)",354.6,8657,7972.7,31033,-22375
"2020-07","14","식물성 편조물(編組物)용 재료와 다른 류로 분류되지 않은 식물성 생산품",0.1,2,51795.3,9605,-9603
"2020-07","15","동물성ㆍ식물성ㆍ미생물성 지방과 기름 및이들의 분해생산물, 조제한 식용 지방과 동물성ㆍ식물성 왁스",9668.2,9083,170211.3,144207,-135124
"2020-07","16","육류ㆍ어류ㆍ갑각류ㆍ연체동물이나 그 밖의 수생(水生) 무척추동물 또는 곤충의 조제품",3494.2,22393,15443.4,82672,-60279
"2020-07","17","당류(糖類)와 설탕과자",40979.8,27353,226801.0,95777,-68424
"2020-07","18","코코아와 그 조제품",2621.0,4037,4779.0,22914,-18877
"2020-07","19","곡물ㆍ고운 가루ㆍ전분ㆍ밀크의 조제품과 베이커리 제품",36988.2,127383,23706.4,68845,58538
"2020-07","20","채소ㆍ과실ㆍ견과류나 식물의그 밖의 부분의 조제품",8060.3,66901,84568.4,112137,-45236
"2020-07","21","각종 조제 식료품",33836.9,111937,29056.6,211467,-99530
"2020-07","22","음료ㆍ주류ㆍ식초",92323.6,87835,100853.0,107068,-19234
"2020-07","23","식품 공업에서 생기는 잔재물과 웨이스트(waste), 조제 사료",13231.8,16261,570058.5,197634,-181372
"2020-07","24","담배와 제조한 담배 대용물, 연소시키지 않고흡입하도록 만들어진 물품(니코틴을 함유하였는지에 상관없다), 니코틴을 함유한 그 밖의 물품으로 인체 내에 니코틴을 흡수시키도록 만들어진 것",10053.8,106425,5614.2,30506,75918
"2020-07","25","소금, 황, 토석류(土石類), 석고ㆍ석회ㆍ시멘트",569384.6,21659,875296.2,64657,-42998
"2020-07","26","광(鑛)ㆍ슬래그(slag)ㆍ회(灰)",121174.8,35844,7052754.7,1396744,-1360900
"2020-07","27","광물성 연료ㆍ광물유(鑛物油)와 이들의 증류물, 역청(瀝靑)물질, 광물성 왁스",5583785.6,2157126,29172784.8,6332722,-4175596
"2020-07","28","무기화학품, 귀금속ㆍ희토류(稀土類)금속ㆍ방사성원소ㆍ동위원소의 유기화합물이나 무기화합물",482911.8,409198,318363.1,624020,-214823
"2020-07","29","유기화학품",1694549.1,1259783,766904.0,957525,302257
"2020-07","30","의료용품",3663.4,527505,6917.8,699312,-171807
"2020-07","31","비료",64112.4,15950,178284.6,50294,-34344
"2020-07","32","유연용ㆍ염색용 추출물(extract), 탄닌과 이들의 유도체, 염료ㆍ안료와 그 밖의 착색제, 페인트ㆍ바니시(varnish), 퍼티(putty)와 그 밖의 매스틱(mastic), 잉크",29669.6,203282,26306.7,205958,-2676
"2020-07","33","정유(essential oil)와 레지노이드(resinoid), 조제향료와 화장품ㆍ화장용품",31660.1,584428,9441.9,153870,430558
"2020-07","34","비누ㆍ유기계면활성제ㆍ조제 세제ㆍ조제 윤활제ㆍ인조 왁스ㆍ조제 왁스ㆍ광택용이나 연마용 조제품ㆍ양초와 이와 유사한 물품ㆍ조형용 페이스트(paste)ㆍ치과용 왁스와 플라스터(plaster)를 기본 재료로 한 치과용 조제품",52938.9,105836,23310.3,86292,19544
"2020-07","35","단백질계 물질, 변성전분, 글루(glue), 효소",5640.8,71177,17332.8,74127,-2950
"2020-07","36","화약류, 화공품, 성냥, 발화성 합금, 특정 가연성 조제품",149.8,2066,582.0,4235,-2169
"2020-07","37","사진용이나 영화용 재료",1811.4,86026,2871.3,90988,-4962
"2020-07","38","각종 화학공업 생산품",104549.0,517564,201090.0,674904,-157340
"2020-07","39","플라스틱과 그 제품",1478764.4,2696415,249740.6,961659,1734757
"2020-07","40","고무와 그 제품",283115.7,555652,85660.1,228129,327524
"2020-07","41","원피(모피는 제외한다)와 가죽",2824.5,23199,9374.9,22626,573
"2020-07","42","가죽제품, 마구, 여행용구ㆍ핸드백과 이와 유사한 용기, 동물 거트(gut)[누에의 거트(gut)는 제외한다]의 제품",871.5,31368,6135.0,310425,-279057
"2020-07","43","모피ㆍ인조모피와 이들의 제품",27.3,2230,159.5,17833,-15603
"2020-07","44","목재와 그 제품, 목탄",5462.7,7117,797003.0,257411,-250294
"2020-07","45","코르크(cork)와 그 제품",0.9,11,80.8,476,-465
"2020-07","46","짚ㆍ에스파르토(esparto)나 그 밖의 조물 재료의 제품, 바구니 세공물(basketware)과 지조세공물(枝條細工物)",2.6,66,846.3,3114,-3048
"2020-07","47","목재나 그 밖의 섬유질 셀룰로오스재료의 펄프, 회수한 종이ㆍ판지[웨이스트(waste)와 스크랩(scrap)]",48299.5,11329,210638.7,92331,-81002
"2020-07","48","종이와 판지, 제지용 펄프ㆍ종이ㆍ판지의 제품",241298.3,194969,116530.2,162764,32205
"2020-07","49","인쇄서적ㆍ신문ㆍ회화ㆍ그 밖의 인쇄물, 수제(手製)문서ㆍ타자문서ㆍ도면",6149.1,24484,1806.9,21558,2926
"2020-07","50","견",8.7,1363,24.1,1646,-283
"2020-07","51","양모ㆍ동물의 부드러운 털이나 거친 털ㆍ말의 털로 만든 실과 직물",465.3,8434,1159.0,29410,-20976
"2020-07","52","면",4472.9,34159,30944.7,78606,-44447
"2020-07","53","그 밖의 식물성 방직용 섬유, 종이실(paper yarn)과 종이실로 만든 직물",125.5,647,2318.8,6434,-5787
"2020-07","54","인조필라멘트, 인조방직용 섬유재료의 스트립(strip)과 이와 유사한 것",31996.9,154616,30575.2,69590,85026
"2020-07","55","인조스테이플섬유",71557.4,110157,18847.1,52064,58093
"2020-07","56","워딩(wadding)ㆍ펠트(felt)ㆍ부직포, 특수사, 끈ㆍ배의 밧줄(cordage)ㆍ로프ㆍ케이블과 이들의 제품",11442.3,62471,33926.8,146332,-83860
"2020-07","57","양탄자류와 그 밖의 방직용 섬유로 만든 바닥깔개",473.0,2502,4018.8,8872,-6370
"2020-07","58","특수직물, 터프트(tuft)한 직물, 레이스, 태피스트리(tapestry), 트리밍(trimming), 자수천",2069.0,20308,903.0,6908,13401
"2020-07","59","침투ㆍ도포ㆍ피복하거나 적층한 방직용 섬유의 직물, 공업용인 방직용 섬유제품",11568.7,85302,4788.7,32130,53172
"2020-07","60","메리야스 편물과 뜨개질 편물",26369.4,199625,1670.4,9964,189661
"2020-07","61","의류와 그 부속품(메리야스 편물이나 뜨개질 편물로 한정한다)",3048.1,66328,15167.9,335143,-268814
"2020-07","62","의류와 그 부속품(메리야스 편물이나 뜨개질편물은 제외한다)",4706.1,91578,15409.0,450759,-359181
"2020-07","63","제품으로 된 방직용 섬유의 그 밖의 물품, 세트, 사용하던 의류ㆍ방직용 섬유제품, 넝마",31850.1,93249,28781.5,153012,-59764
"2020-07","64","신발류ㆍ각반과 이와 유사한 것, 이들의 부분품",1981.4,30869,9269.2,243697,-212828
"2020-07","65","모자류와 그 부분품",341.3,12052,759.1,19775,-7723
"2020-07","66","산류(傘類)ㆍ지팡이ㆍ시트스틱(seat-stick)ㆍ채찍ㆍ승마용 채찍과 이들의 부분품",9.6,128,2429.8,12294,-12165
"2020-07","67","조제 깃털ㆍ솜털과 그 제품, 조화, 사람 머리카락으로 된 제품",49.6,3041,462.3,7393,-4352
"2020-07","68","돌ㆍ플라스터(plaster)ㆍ시멘트ㆍ석면ㆍ운모나 이와 유사한 재료의 제품",19965.5,68880,268329.9,116388,-47508
"2020-07","69","도자제품",3870.0,30452,157512.4,126099,-95647
"2020-07","70","유리와 유리제품",28666.1,165568,110882.8,203146,-37578
"2020-07","71","천연진주ㆍ양식진주ㆍ귀석ㆍ반귀석ㆍ귀금속ㆍ귀금속을 입힌 금속과 이들의 제품, 모조 신변장식용품, 주화",1717.3,340062,3928.6,424660,-84597
"2020-07","72","철강",2457893.9,1621506,1173081.1,773775,847731
"2020-07","73","철강의 제품",284104.9,698993,186512.9,513029,185964
"2020-07","74","구리와 그 제품",64141.2,425795,64060.7,388995,36801
"2020-07","75","니켈과 그 제품",1575.7,16673,3918.6,65400,-48727
"2020-07","76","알루미늄과 그 제품",111484.0,305915,234884.3,457817,-151902
"2020-07","78","납과 그 제품",37623.2,74263,17411.1,31410,42853
"2020-07","79","아연과 그 제품",49010.9,108293,3437.7,8054,100239
"2020-07","80","주석과 그 제품",255.6,5335,1386.3,23357,-18023
"2020-07","81","그 밖의 비금속(卑金屬), 서멧(cermet), 이들의 제품",1679.2,18654,11254.8,73792,-55138
"2020-07","82","비금속(卑金屬)으로 만든 공구ㆍ도구ㆍ칼붙이ㆍ스푼ㆍ포크, 이들의 부분품",7890.6,152883,4425.4,77953,74930
"2020-07","83","비금속(卑金屬)으로 만든 각종 제품",21937.4,110608,10437.9,63235,47373
"2020-07","84","원자로ㆍ보일러ㆍ기계류와 이들의 부분품",374336.5,5385335,207767.7,5327269,58066
"2020-07","85","전기기기와 그 부분품, 녹음기ㆍ음성 재생기ㆍ텔레비전의 영상과 음성의 기록기ㆍ재생기와 이들의 부분품ㆍ부속품",202818.5,12983538,157856.4,8190848,4792690
"2020-07","86","철도용이나 궤도용 기관차ㆍ차량과 이들의 부분품, 철도용이나 궤도용 장비품과 그 부분품, 기계식(전기기계식을 포함한다) 각종 교통신호용 기기",14011.4,81371,9957.0,28227,53144
"2020-07","87","철도용이나 궤도용 외의 차량과 그 부분품ㆍ부속품",533855.6,5012457,72357.2,1141932,3870526
"2020-07","88","항공기와 우주선, 이들의 부분품",216.1,85794,208.1,123849,-38055
"2020-07","89","선박과 수상 구조물",1115334.4,1687482,281260.9,256711,1430772
"2020-07","90","광학기기ㆍ사진용 기기ㆍ영화용 기기ㆍ측정기기ㆍ검사기기ㆍ정밀기기ㆍ의료용 기기, 이들의 부분품과 부속품",30955.0,1690724,18317.6,1709930,-19206
"2020-07","91","시계와 그 부분품",14.9,4735,361.3,62646,-57911
"2020-07","92","악기와 그 부분품과 부속품",2024.8,10842,819.0,15105,-4262
"2020-07","94","가구, 침구ㆍ매트리스ㆍ매트리스 서포트(mattress support)ㆍ쿠션과 이와 유사한 물품, 다른 류로 분류되지 않은 조명기구, 조명용 사인ㆍ조명용 네임플레이트(name-plate)와 이와 유사한 물품, 조립식 건축물",20258.7,130546,77139.1,323679,-193133
"2020-07","95","완구ㆍ게임용구ㆍ운동용구와 이들의 부분품과 부속품",1798.9,31764,16503.6,190363,-158599
"2020-07","96","잡품",2932.5,41225,9408.0,75443,-34218
"2020-07","97","예술품ㆍ수집품ㆍ골동품",11.7,3118,239.2,27157,-24039
"2020-07","99","일시적 입법 ; 설치된 간이 수정에 따른 입법을 트레이드한다 ; 추가적 수입제한농업인 것의 제 22 부에 따른 확립된 것 조정 행위, 수정된 것처럼",0.0,0,2267.5,0,0
"2020-08","01","살아 있는 동물",4.0,374,101.6,6648,-6275
"2020-08","02","육과 식용 설육(屑肉)",3741.9,4285,86995.3,405824,-401539
"2020-08","03","어류ㆍ갑각류ㆍ연체동물과 그 밖의 수생(水生) 무척추동물",31793.6,99909,91113.8,346076,-246167
"2020-08","04","낙농품, 새의 알, 천연꿀, 다른 류로 분류되지 않은 식용인 동물성 생산품",2628.6,5553,26932.0,90880,-85326
"2020-08","05","다른 류로 분류되지 않은 동물성 생산품",1710.7,4356,5026.9,21129,-16773
"2020-08","06","살아 있는 수목과 그 밖의 식물, 인경(鱗莖)ㆍ뿌리와 이와 유사한 물품, 절화(切花)와 장식용 잎",268.5,2749,4289.4,7694,-4945
"2020-08","07","식용의 채소ㆍ뿌리ㆍ괴경(塊莖)",5832.4,15384,64356.3,48083,-32700
"2020-08","08","식용의 과실과 견과류, 감귤류ㆍ멜론의 껍질",1867.9,7824,50074.4,92701,-84877
"2020-08","09","커피ㆍ차ㆍ마테(maté)ㆍ향신료",395.5,2612,18122.2,72967,-70354
"2020-08","10","곡물",1095.9,2157,1139110.2,253234,-251077
"2020-08","11","제분공업의 생산품과 맥아, 전분, 이눌린(inulin), 밀의 글루텐(gluten)",6669.0,3477,32120.7,22765,-19288
"2020-08","12","채유(採油)에 적합한 종자와 과실, 각종 종자와 과실, 공업용ㆍ의약용 식물, 짚과 사료용 식물",1810.9,26572,153707.8,96605,-70032
"2020-08","13","락(lac), 검ㆍ수지ㆍ그 밖의 식물성 수액과 추출물(extract)",238.9,6790,6413.1,20489,-13699
"2020-08","14","식물성 편조물(編組物)용 재료와 다른 류로 분류되지 않은 식물성 생산품",1.8,42,49087.3,8657,-8614
"2020-08","15","동물성ㆍ식물성ㆍ미생물성 지방과 기름 및이들의 분해생산물, 조제한 식용 지방과 동물성ㆍ식물성 왁스",11243.3,10035,93683.3,95134,-85098
"2020-08","16","육류ㆍ어류ㆍ갑각류ㆍ연체동물이나 그 밖의 수생(水生) 무척추동물 또는 곤충의 조제품",3576.1,21713,14774.3,79161,-57448
"2020-08","17","당류(糖類)와 설탕과자",42608.2,26988,208339.8,83374,-56386
"2020-08","18","코코아와 그 조제품",2147.5,3922,5964.8,31047,-27125
"2020-08","19","곡물ㆍ고운 가루ㆍ전분ㆍ밀크의 조제품과 베이커리 제품",32367.5,109007,20855.4,57044,51963
"2020-08","20","채소ㆍ과실ㆍ견과류나 식물의그 밖의 부분의 조제품",8143.5,64317,75181.3,94065,-29748
"2020-08","21","각종 조제 식료품",29194.6,96915,25981.5,193282,-96367
"2020-08","22","음료ㆍ주류ㆍ식초",72101.1,71025,108730.1,114455,-43430
"2020-08","23","식품 공업에서 생기는 잔재물과 웨이스트(waste), 조제 사료",11529.6,13825,502335.7,162611,-148786
"2020-08","24","담배와 제조한 담배 대용물, 연소시키지 않고흡입하도록 만들어진 물품(니코틴을 함유하였는지에 상관없다), 니코틴을 함유한 그 밖의 물품으로 인체 내에 니코틴을 흡수시키도록 만들어진 것",7861.8,79807,6764.6,40275,39532
"2020-08","25","소금, 황, 토석류(土石類), 석고ㆍ석회ㆍ시멘트",575955.7,24524,891374.8,60961,-36437
"2020-08","26","광(鑛)ㆍ슬래그(slag)ㆍ회(灰)",209160.4,35202,6841121.3,1047288,-1012086
"2020-08","27","광물성 연료ㆍ광물유(鑛物油)와 이들의 증류물, 역청(瀝靑)물질, 광물성 왁스",5308408.0,2080018,25743674.2,6024935,-3944916
"2020-08","28","무기화학품, 귀금속ㆍ희토류(稀土類)금속ㆍ방사성원소ㆍ동위원소의 유기화합물이나 무기화합물",465047.3,421697,286838.6,478926,-57229
"2020-08","29","유기화학품",1471751.2,1120310,731541.4,875827,244482
"2020-08","30","의료용품",2687.5,547083,6063.6,571915,-24832
"2020-08","31","비료",134190.5,29419,94355.3,27378,2040
"2020-08","32","유연용ㆍ염색용 추출물(extract), 탄닌과 이들의 유도체, 염료ㆍ안료와 그 밖의 착색제, 페인트ㆍ바니시(varnish), 퍼티(putty)와 그 밖의 매스틱(mastic), 잉크",25305.8,187739,21920.2,188408,-669
"2020-08","33","정유(essential oil)와 레지노이드(resinoid), 조제향료와 화장품ㆍ화장용품",30301.8,566618,8190.2,142251,424367
"2020-08","34","비누ㆍ유기계면활성제ㆍ조제 세제ㆍ조제 윤활제ㆍ인조 왁스ㆍ조제 왁스ㆍ광택용이나 연마용 조제품ㆍ양초와 이와 유사한 물품ㆍ조형용 페이스트(paste)ㆍ치과용 왁스와 플라스터(plaster)를 기본 재료로 한 치과용 조제품",45931.3,93148,19758.4,74025,19123
"2020-08","35","단백질계 물질, 변성전분, 글루(glue), 효소",4699.6,66740,15498.6,61424,5317
"2020-08","36","화약류, 화공품, 성냥, 발화성 합금, 특정 가연성 조제품",111.4,1586,126.9,1661,-75
"2020-08","37","사진용이나 영화용 재료",1590.5,77893,2677.8,77938,-44
"2020-08","38","각종 화학공업 생산품",107792.0,587268,186363.1,612826,-25557
"2020-08","39","플라스틱과 그 제품",1366729.8,2532731,222782.1,870272,1662459
"2020-08","40","고무와 그 제품",240169.4,501967,76507.2,195121,306846
"2020-08","41","원피(모피는 제외한다)와 가죽",2256.4,16309,5867.4,19185,-2876
"2020-08","42","가죽제품, 마구, 여행용구ㆍ핸드백과 이와 유사한 용기, 동물 거트(gut)[누에의 거트(gut)는 제외한다]의 제품",715.7,24892,6036.1,280989,-256097
"2020-08","43","모피ㆍ인조모피와 이들의 제품",33.1,1897,188.5,17666,-15769
"2020-08","44","목재와 그 제품, 목탄",4538.1,5279,746468.3,227178,-221898
"2020-08","45","코르크(cork)와 그 제품",0.4,4,31.5,198,-195
"2020-08","46","짚ㆍ에스파르토(esparto)나 그 밖의 조물 재료의 제품, 바구니 세공물(basketware)과 지조세공물(枝條細工物)",6.3,172,519.7,2064,-1893
"2020-08","47","목재나 그 밖의 섬유질 셀룰로오스재료의 펄프, 회수한 종이ㆍ판지[웨이스트(waste)와 스크랩(scrap)]",35722.5,8874,232318.9,98210,-89336
"2020-08","48","종이와 판지, 제지용 펄프ㆍ종이ㆍ판지의 제품",212084.0,179828,101434.9,143812,36016
"2020-08","49","인쇄서적ㆍ신문ㆍ회화ㆍ그 밖의 인쇄물, 수제(手製)문서ㆍ타자문서ㆍ도면",4827.8,14054,1672.1,23909,-9855
"2020-08","50","견",4.8,972,20.5,1455,-483
"2020-08","51","양모ㆍ동물의 부드러운 털이나 거친 털ㆍ말의 털로 만든 실과 직물",245.9,4428,1038.6,24952,-20524
"2020-08","52","면",3801.1,26853,23422.2,62481,-35628
"2020-08","53","그 밖의 식물성 방직용 섬유, 종이실(paper yarn)과 종이실로 만든 직물",223.0,1032,1320.1,2900,-1868
"2020-08","54","인조필라멘트, 인조방직용 섬유재료의 스트립(strip)과 이와 유사한 것",30904.9,131969,29458.6,60825,71144
"2020-08","55","인조스테이플섬유",70864.7,100693,16204.7,43778,56915
"2020-08","56","워딩(wadding)ㆍ펠트(felt)ㆍ부직포, 특수사, 끈ㆍ배의 밧줄(cordage)ㆍ로프ㆍ케이블과 이들의 제품",9736.3,51239,27858.6,115124,-63885
"2020-08","57","양탄자류와 그 밖의 방직용 섬유로 만든 바닥깔개",437.4,2142,3783.3,9734,-7592
"2020-08","58","특수직물, 터프트(tuft)한 직물, 레이스, 태피스트리(tapestry), 트리밍(trimming), 자수천",1415.8,15608,807.2,6308,9300
"2020-08","59","침투ㆍ도포ㆍ피복하거나 적층한 방직용 섬유의 직물, 공업용인 방직용 섬유제품",11095.8,77275,5493.1,31467,45808
"2020-08","60","메리야스 편물과 뜨개질 편물",19571.6,143101,1543.3,8879,134222
"2020-08","61","의류와 그 부속품(메리야스 편물이나 뜨개질 편물로 한정한다)",3154.4,59578,19044.0,395902,-336323
"2020-08","62","의류와 그 부속품(메리야스 편물이나 뜨개질편물은 제외한다)",2884.9,53516,19413.5,574717,-521201
"2020-08","63","제품으로 된 방직용 섬유의 그 밖의 물품, 세트, 사용하던 의류ㆍ방직용 섬유제품, 넝마",26247.2,84984,25008.4,114864,-29880
"2020-08","64","신발류ㆍ각반과 이와 유사한 것, 이들의 부분품",1929.9,33864,8971.1,226052,-192188
"2020-08","65","모자류와 그 부분품",306.7,9456,547.4,16069,-6613
"2020-08","66","산류(傘類)ㆍ지팡이ㆍ시트스틱(seat-stick)ㆍ채찍ㆍ승마용 채찍과 이들의 부분품",11.6,303,2019.9,10663,-10360
"2020-08","67","조제 깃털ㆍ솜털과 그 제품, 조화, 사람 머리카락으로 된 제품",35.0,2142,407.0,7109,-4967
"2020-08","68","돌ㆍ플라스터(plaster)ㆍ시멘트ㆍ석면ㆍ운모나 이와 유사한 재료의 제품",16515.5,61875,214177.3,94645,-32770
"2020-08","69","도자제품",2840.7,26011,135040.8,112607,-86596
"2020-08","70","유리와 유리제품",29649.8,157461,97343.5,190234,-32773
"2020-08","71","천연진주ㆍ양식진주ㆍ귀석ㆍ반귀석ㆍ귀금속ㆍ귀금속을 입힌 금속과 이들의 제품, 모조 신변장식용품, 주화",1172.5,425946,3556.3,370662,55284
"2020-08","72","철강",2296830.5,1573024,1102135.4,678914,894110
"2020-08","73","철강의 제품",230713.5,565240,169024.6,466717,98523
"2020-08","74","구리와 그 제품",52172.8,360838,66982.1,419760,-58922
"2020-08","75","니켈과 그 제품",895.6,12185,5382.5,86261,-74076
"2020-08","76","알루미늄과 그 제품",103332.1,288153,209442.8,413846,-125692
"2020-08","78","납과 그 제품",21988.4,45899,12202.6,22674,23225
"2020-08","79","아연과 그 제품",41661.0,98003,2922.8,7212,90790
"2020-08","80","주석과 그 제품",122.7,3549,924.2,17315,-13766
"2020-08","81","그 밖의 비금속(卑金屬), 서멧(cermet), 이들의 제품",1849.7,17616,7940.5,63261,-45645
"2020-08","82","비금속(卑金屬)으로 만든 공구ㆍ도구ㆍ칼붙이ㆍ스푼ㆍ포크, 이들의 부분품",8543.4,142001,3820.0,67980,74021
"2020-08","83","비금속(卑金屬)으로 만든 각종 제품",18271.9,97382,9238.5,61754,35628
"2020-08","84","원자로ㆍ보일러ㆍ기계류와 이들의 부분품",329163.1,4788614,182421.5,4462801,325813
"2020-08","85","전기기기와 그 부분품, 녹음기ㆍ음성 재생기ㆍ텔레비전의 영상과 음성의 기록기ㆍ재생기와 이들의 부분품ㆍ부속품",177043.5,13260242,144074.3,7697883,5562359
"2020-08","86","철도용이나 궤도용 기관차ㆍ차량과 이들의 부분품, 철도용이나 궤도용 장비품과 그 부분품, 기계식(전기기계식을 포함한다) 각종 교통신호용 기기",12572.4,60742,10556.1,26548,34194
"2020-08","87","철도용이나 궤도용 외의 차량과 그 부분품ㆍ부속품",423309.9,3757703,86931.3,1479634,2278069
"2020-08","88","항공기와 우주선, 이들의 부분품",160.5,53940,254.3,468528,-414588
"2020-08","89","선박과 수상 구조물",490463.7,1102675,166773.4,91264,1011412
"2020-08","90","광학기기ㆍ사진용 기기ㆍ영화용 기기ㆍ측정기기ㆍ검사기기ㆍ정밀기기ㆍ의료용 기기, 이들의 부분품과 부속품",27212.6,1669413,17350.9,1550911,118502
"2020-08","91","시계와 그 부분품",16.1,8693,311.9,75781,-67088
"2020-08","92","악기와 그 부분품과 부속품",1620.7,9620,785.7,15697,-6076
"2020-08","94","가구, 침구ㆍ매트리스ㆍ매트리스 서포트(mattress support)ㆍ쿠션과 이와 유사한 물품, 다른 류로 분류되지 않은 조명기구, 조명용 사인ㆍ조명용 네임플레이트(name-plate)와 이와 유사한 물품, 조립식 건축물",15758.8,105682,68766.3,294902,-189219
"2020-08","95","완구ㆍ게임용구ㆍ운동용구와 이들의 부분품과 부속품",1400.0,25998,14960.4,183606,-157608
"2020-08","96","잡품",2376.4,33880,8148.1,69101,-35221
"2020-08","97","예술품ㆍ수집품ㆍ골동품",4.4,2386,139.2,28744,-26359
"2020-08","99","일시적 입법 ; 설치된 간이 수정에 따른 입법을 트레이드한다 ; 추가적 수입제한농업인 것의 제 22 부에 따른 확립된 것 조정 행위, 수정된 것처럼",0.0,0,2298.7,0,0
"2020-09","01","살아 있는 동물",5.3,465,111.5,6003,-5538
"2020-09","02","육과 식용 설육(屑肉)",3963.5,4788,92257.2,434382,-429593
"2020-09","03","어류ㆍ갑각류ㆍ연체동물과 그 밖의 수생(水生) 무척추동물",23674.8,92189,124114.0,385974,-293784
"2020-09","04","낙농품, 새의 알, 천연꿀, 다른 류로 분류되지 않은 식용인 동물성 생산품",2242.9,5528,27215.1,91230,-85702
"2020-09","05","다른 류로 분류되지 않은 동물성 생산품",2992.1,5297,4552.3,24868,-19572
"2020-09","06","살아 있는 수목과 그 밖의 식물, 인경(鱗莖)ㆍ뿌리와 이와 유사한 물품, 절화(切花)와 장식용 잎",228.1,2187,8080.6,9991,-7804
"2020-09","07","식용의 채소ㆍ뿌리ㆍ괴경(塊莖)",3330.1,11663,93393.2,64775,-53113
"2020-09","08","식용의 과실과 견과류, 감귤류ㆍ멜론의 껍질",6352.0,22649,61827.9,108382,-85733
"2020-09","09","커피ㆍ차ㆍ마테(maté)ㆍ향신료",422.5,2943,18571.0,75677,-72735
"2020-09","10","곡물",1149.4,2272,1404830.9,318180,-315908
"2020-09","11","제분공업의 생산품과 맥아, 전분, 이눌린(inulin), 밀의 글루텐(gluten)",7996.1,4265,29412.4,21238,-16973
"2020-09","12","채유(採油)에 적합한 종자와 과실, 각종 종자와 과실, 공업용ㆍ의약용 식물, 짚과 사료용 식물",2194.4,28419,238016.5,121488,-93069
"2020-09","13","락(lac), 검ㆍ수지ㆍ그 밖의 식물성 수액과 추출물(extract)",382.4,8914,8531.1,21895,-12981
"2020-09","14","식물성 편조물(編組物)용 재료와 다른 류로 분류되지 않은 식물성 생산품",2.8,13,49203.2,7577,-7564
"2020-09","15","동물성ㆍ식물성ㆍ미생물성 지방과 기름 및이들의 분해생산물, 조제한 식용 지방과 동물성ㆍ식물성 왁스",9706.4,9132,126034.0,121501,-112369
"2020-09","16","육류ㆍ어류ㆍ갑각류ㆍ연체동물이나 그 밖의 수생(水生) 무척추동물 또는 곤충의 조제품",3938.4,24305,17022.6,89352,-65047
"2020-09","17","당류(糖類)와 설탕과자",47227.6,30582,207341.3,84030,-53447
"2020-09","18","코코아와 그 조제품",3145.1,5390,5580.3,34252,-28862
"2020-09","19","곡물ㆍ고운 가루ㆍ전분ㆍ밀크의 조제품과 베이커리 제품",34938.5,123368,23020.0,67650,55718
"2020-09","20","채소ㆍ과실ㆍ견과류나 식물의그 밖의 부분의 조제품",8662.5,70126,81650.9,100705,-30579
"2020-09","21","각종 조제 식료품",33162.9,114171,25691.0,209561,-95390
"2020-09","22","음료ㆍ주류ㆍ식초",86162.2,88856,113579.9,112804,-23948
"2020-09","23","식품 공업에서 생기는 잔재물과 웨이스트(waste), 조제 사료",23829.1,23436,657217.6,214303,-190867
"2020-09","24","담배와 제조한 담배 대용물, 연소시키지 않고흡입하도록 만들어진 물품(니코틴을 함유하였는지에 상관없다), 니코틴을 함유한 그 밖의 물품으로 인체 내에 니코틴을 흡수시키도록 만들어진 것",8339.6,89194,2761.1,23078,66116
"2020-09","25","소금, 황, 토석류(土石類), 석고ㆍ석회ㆍ시멘트",802850.0,31369,1004781.5,67835,-36466
"2020-09","26","광(鑛)ㆍ슬래그(slag)ㆍ회(灰)",115270.3,8466,6515883.4,1524590,-1516124
"2020-09","27","광물성 연료ㆍ광물유(鑛物油)와 이들의 증류물, 역청(瀝靑)물질, 광물성 왁스",5488246.8,2038007,29148569.3,6580394,-4542387
"2020-09","28","무기화학품, 귀금속ㆍ희토류(稀土類)금속ㆍ방사성원소ㆍ동위원소의 유기화합물이나 무기화합물",541636.4,500047,356693.6,548853,-48806
"2020-09","29","유기화학품",1604693.5,1250250,821092.8,995439,254811
"2020-09","30","의료용품",3962.7,696265,7777.7,663859,32406
"2020-09","31","비료",143907.6,35388,91576.8,28101,7287
"2020-09","32","유연용ㆍ염색용 추출물(extract), 탄닌과 이들의 유도체, 염료ㆍ안료와 그 밖의 착색제, 페인트ㆍ바니시(varnish), 퍼티(putty)와 그 밖의 매스틱(mastic), 잉크",30688.5,223255,27898.3,205011,18244
"2020-09","33","정유(essential oil)와 레지노이드(resinoid), 조제향료와 화장품ㆍ화장용품",41540.1,819767,8664.2,155250,664517
"2020-09","34","비누ㆍ유기계면활성제ㆍ조제 세제ㆍ조제 윤활제ㆍ인조 왁스ㆍ조제 왁스ㆍ광택용이나 연마용 조제품ㆍ양초와 이와 유사한 물품ㆍ조형용 페이스트(paste)ㆍ치과용 왁스와 플라스터(plaster)를 기본 재료로 한 치과용 조제품",51286.7,114881,21605.8,78083,36798
"2020-09","35","단백질계 물질, 변성전분, 글루(glue), 효소",6217.1,86837,15410.8,76933,9904
"2020-09","36","화약류, 화공품, 성냥, 발화성 합금, 특정 가연성 조제품",331.1,1771,271.7,5491,-3720
